"x1","x2","name"
236212.227116014,49442.102074449,"FF Häusling"
238849.249860415,54386.5743250763,NA
59888.0588085603,730544.998158962,NA
113159.479815648,531216.024663763,"Berufsfeuerwache Suarez (3300) Freiwillige Feuerwehr Suarez (3301)"
145181.897877695,56740.7367348317,"Freiwillige Feuerwehr Rufling"
161064.013155355,60126.8754628981,"FF Schmiedgassen"
6342.08697182633,397332.925034796,"Freiwillige Feuerwehr Storkau"
114902.409777745,381165.915574436,"Feuerwehr Meißen"
67552.8837305574,728766.236926352,"Kreisfeuerwehrzentrale"
117787.488894295,424909.448434855,NA
138635.78013636,589681.225802189,"Freiwillige Feuerwehr Gollin"
314583.128022902,67522.0933939032,"Freiwillige Feuerwehr Hautzendorf"
10958.3323009407,217200.739208929,"Freiwillige Feuerwehr Irchenrieth"
147501.850653474,50645.9640399944,"Feuerwehrzentrale Traun"
229733.928153534,68855.6318586878,"FF Marbach an der Kleinen Krems"
37427.5619856811,463074.438179677,"FF Waldersee"
213559.045560652,381726.36448416,"Freiwillige Feuerwehr Kodersdorf"
118482.024475571,708268.183677027,"Feuerwehr Neuendorf"
55844.2507563789,474865.252773191,"Freiwillige Feuerwehr"
20041.1979157594,196847.182697834,"Freiwillige Feuerwehr Niedermurach"
46344.0468813576,466735.537921954,NA
45902.7032221773,452147.734452856,"Jüdenberg"
184146.238864692,26379.358834615,NA
32446.7530255779,469604.92912926,"FFW Rodleben"
179120.535953574,83121.7642761394,"Feuerwehr Pürstling"
165734.098658559,75066.8328052107,NA
184245.633656273,28358.1299351808,NA
54452.4892896817,351303.640507537,"Freiwillige Feuerwehr"
30467.9841146788,458720.145826383,"FFW Kochstedt"
55674.2264170739,663679.780612593,NA
128665.208829696,56266.0358185889,"FF Steinholz"
-16669.2570701802,25390.658751348,NA
-5838.44320314139,196167.89999265,"Feuerwehr Högling"
133528.320683831,394296.168400486,"Freiwillige Feuerwehr Thiendorf"
85755.4134207245,421778.562732498,NA
45146.7791331907,342292.596425004,"Freiwillige Feuerwehr Thurm"
129785.902299424,99016.2935501374,"Freiwillige Feuerwehr Aigen"
36435.8777675983,322200.789841563,"FFW Stangengrün"
351252.812212393,104905.857721724,NA
44317.7599816871,448070.054696267,NA
130300.699962688,905506.168459277,NA
594435.248108747,132558.281600306,NA
39181.8653455479,422409.083786756,NA
345570.467860746,-7123.52068757638,"FF St. Andrä"
344868.713709664,-1183.18183755875,"FF Frauenkirchen"
43348.5876911005,769430.326291252,"Falck"
187683.950750458,526127.616032736,"Feuerwache Friedersdorf"
191860.458720476,350385.233024764,NA
161315.480726663,465666.032582873,"Feuerwache Caminchen"
329216.927596433,152453.551033749,"Hasičská záchranná služba SŽDC"
322324.012094085,146907.372338822,"Hasičský záchranný sbor Jmk"
179047.0429793,285779.886358351,"Hasiči"
176757.932868289,248045.687587289,"Kunratická hasičská zbrojnice"
328178.006825421,151255.199617937,"Sbor dobrovolných hasičů Židenice"
269639.661671987,263402.575657003,NA
268309.338865873,245016.853290168,NA
167426.197489355,242910.560062981,NA
16224.9413965747,202794.382041067,"Freiwillige Feuerwehr Gleiritsch"
71411.0728135998,344289.504565991,"Freiwillige Feuerwehr Altchemnitz"
160520.070675249,467931.785433399,"Freiwillige Feuerwehr Klein Leine"
579603.782442624,454954.991749419,"Straż Pożarna"
38804.1163481521,709541.689125798,"Freiwillige Feuerwehr"
37445.1015018945,352893.440351953,NA
231642.959685436,72434.3730893787,"Freiwillige Feuerwehr"
97349.3904023658,536756.150130669,NA
16248.8654210171,414978.726900578,"Freiwillige Feuerwehr"
108446.642310508,518918.96524018,NA
240128.558174598,31442.3967211489,"Freiwillige Feuerwehr Hofstetten-Grünau"
185407.691722267,18667.394591487,"FF Zell"
46138.1885914437,458223.420014674,"Freiwillige Feuerwehr Oranienbaum"
32051.4952489297,416601.505414689,"FFW Freiroda"
311568.546646559,42960.425046294,"Hauptfeuerwache Donaustadt"
-4651.10070297011,155367.118306221,NA
33748.0137667395,416510.452791722,"FFW Radefeld"
28564.3241213343,414085.46189,"FW Schkeuditz"
182476.159945484,387620.843076666,NA
183289.026995125,385506.298527119,NA
135396.946262282,15799.083035104,"FF Kirchdorf"
39862.2411249549,348025.467760026,NA
307885.049784416,182303.46451428,NA
472898.271713109,99896.3001996186,NA
21205.4764925601,196416.328185118,"Freiwillige Feuerwehr Obermurach"
75325.1470489388,361645.932071134,"FFW Altmittweida"
-20034.882662401,139696.288358578,"Freiwillige Feuerwehr Affecking"
18392.7975878491,410931.82503518,NA
-9085.43812605279,325782.858167696,NA
203242.671476024,411757.642410604,NA
25787.9836048913,653535.4922128,"Freiwillige Feuerwehr Kossebade"
-12178.7100098524,287828.6878321,"Freiwillige Feuerwehr Reuthlas"
-12963.3235929167,288362.732365174,"Freiwillige Feuerwehr Ahornberg"
132894.760134274,561110.037206438,"Freiwillige Feuerwehr Prenden"
271069.66300014,241136.780972016,NA
-21385.262769732,141681.090414512,"Freiwillige Feuerwehr Kelheim"
144918.714105685,78914.3859947044,"Freiwillige Feuerwehr Waxenberg"
97920.3494236009,403169.069405458,"Freiwillige Feuerwehr Strehla"
332094.646851623,88783.8664062358,NA
17129.1766856858,189337.589036716,"FFW Schwarzhofen"
278226.673646775,50696.9801375959,"Freiwillige Feuerwehr Judenau"
17674.9926496999,194511.981253935,"Freiwillige Feuerwehr Pertolzhofen"
19968.9101895578,193761.584901552,"Freiwillige Feuerwehr Wagnern"
195082.816284128,4814.55588609446,"Freiwillige Feuerwehr Kogelsbach"
309780.681748482,57910.28764435,"Freiwillige Feuerwehr Enzersfeld"
57565.7612514605,352873.107947071,"Freiwillige Feuerwehr Bräunsdorf"
54721.3040463661,357572.078885538,"FFW Dürrengerbisdorf"
95160.5732149931,508375.228495892,NA
252441.977437624,62161.5225819489,"Feuerwache Angern"
54842.3141328212,1699.72330812551,"Freiwillige Feuerwehr Niederalm"
1014128.08793186,653306.843166561,"Мчс"
1042847.00484096,714144.73602864,NA
1107695.139771,731235.987283034,NA
1110403.28475559,734578.957908331,NA
311490.213914179,79201.8347142981,NA
-24221.2418729888,22576.4503853079,"Gmoahof Berbling"
18840.1344712847,434518.421142542,NA
98834.9238110362,415491.169168395,"Freiwillige Feuerwehr Mühlberg/Elbe"
98668.8612726567,412699.183928734,"Freiwillige Feuerwehr Mühlberg/E."
113391.869393702,423446.585418303,"Freiwillige Feuerwehr"
85054.5706566551,1065225.28968265,NA
50467.3693018923,467570.424766724,"Freiwillige Feuerwehr Coswig (Anhalt)"
109555.633258026,516329.481780013,"FFW"
55320.2606184437,355862.504828374,"FFW Wolkenburg"
121496.057455814,509248.084354856,NA
36516.691290641,708264.249436362,"Freiwillige Feuerwehr Reinshagen"
149364.886307303,394211.465256145,"Feuerwehr Gottschdorf"
36980.0877351005,436257.761086459,"Freiwillige Feuerwehr Holzweißig"
252911.778428612,60323.2137840744,"Feuerwehr Krustetten"
52702.4581873266,414177.675974707,"FFW Weltewitz"
37689.651924309,326949.859772975,"FFW Hirschfeld"
118171.321273131,713883.142873272,"FF Bremerhagen"
113241.614126502,722181.282607408,"Freiwillige Feuerwehr Elmenhorst"
8520.21955783048,488754.984707293,"Freiwillige Feuerwehr Pretzien"
123105.38393969,16208.8222701978,NA
38735.148468493,78367.4394728243,"Feuerwehr"
81215.6459191328,414960.643258781,"FFW Sitzenroda"
73624.1618022369,419017.722502923,"FFW Wildschütz"
83838.5977933991,1135094.76476225,"Kungälvs brandstation"
76368.1491016373,417683.531726251,"FFW Probsthain"
46659.9620498601,542654.647512446,"FFW Böhne"
175591.734996186,73396.1827780837,"Feuerwehr Erdmannsdorf"
-34379.891991768,36379.957978094,"Freiwillige Feuerwehr Münster"
47827.3075395614,459518.615401967,NA
71640.4517845868,1118075.07490431,"Torslanda brandstation"
308396.203040277,13593.7626601877,"FF Unterwaltersdorf"
148741.460192216,710175.261148087,NA
152265.51666701,30556.7436757851,NA
281724.087371661,-8062.90394079965,"Feuerwehr Mollram"
-12094.7853187217,-17923.5879596556,"Feuerwehr Söll"
-9183.04442405736,43565.0634488706,"Freiwillige Feuerwehr Edling"
110326.342218353,719069.854759673,"FF Abtshagen"
196193.36126757,503451.518336356,"FFW Güldendorf"
4407.57577095059,332249.183197216,NA
12064.6891940722,414941.657276343,"Freiwillige Feuerwehr Schkopau"
41846.2642143038,156202.16280828,"FFW Kasparzell"
41418.4689137505,153171.13240633,"FFW Konzell"
40185.7342224694,154339.6541992,"FFW Gossersdorf"
192075.160276663,363316.650078503,"FFW Dürrhennersdorf"
16004.3925656148,104366.093049153,"FF Loiching"
11038.3760691495,416575.538595905,"Freiwillige Feuerwehr Korbetha"
171290.646167871,68024.6664827894,"FF Selker-Neustadt"
99884.8752854635,472632.080400267,NA
-4146.41642337746,167218.476638708,"FFW Pirkensee"
-19550.1575954968,85730.6534931893,"Feuerwehrhaus"
142261.347186624,-6149.52444085665,NA
711.090298145311,192588.523157711,"FFW Frotzersricht"
8998.16630570916,413626.823699499,"Freiwillige Feuerwehr Knapendorf"
127031.780834592,84636.0541493054,NA
472601.667275379,569567.362001442,"Jednostka Ratowniczo-Gaśnicza PSP nr 2 w Toruniu"
79076.3404268543,428045.047498457,NA
47308.1487136692,349609.562861221,"FFW Reinholdshain"
120588.666266734,514040.818618023,"Rettungswache Mahlow"
62596.8830550978,164555.386621906,NA
44923.8185958668,152951.06698673,"FFW Siegersdorf"
44712.9127465511,155375.974400521,"FFW Neurandsberg"
7519.37051923439,413567.528944003,"Freiwillige Feuerwehr Bündorf"
188015.483023081,352126.646156534,NA
639364.239278669,476963.528859937,"Jednostka Ratowniczo-Gaśnicza PSP nr 17 w Warszawie"
227616.049299098,116336.707824084,"Thaya"
196726.989852372,500279.357548621,"Freiwillige Feuerwehr Lossow"
14651.1003178334,192861.912573225,"FFW Fronhof"
20413.0257964405,185480.692748756,NA
113628.268937728,726987.437304585,NA
110423.795963259,237412.607791275,"Zbrojnice dobrovolných hasičů"
53591.2350492796,471042.273590522,"Freiwillige Feuerwehr Wörpen"
98710.0309587458,99463.4735637316,"Freiwillige Feuerwehr Gosting"
27871.7234097465,78239.9482741533,"FFW Massing"
131841.349253044,522880.412559702,"Feuerwache Köpenick"
289012.192166532,634192.15879551,"KP PSP Drawsko Pomorskie"
322492.072075329,57324.3515742011,NA
80659.8821517787,487422.749587293,"Freiwillige Feuerwehr Treuenbrietzen"
383601.057005417,159992.640454904,"Hasičská zbrojnice"
121292.690100106,531460.344104574,"Berliner Feuerwehr -Feuerwache Mitte-"
119623.709467737,532660.683773058,"Freiwillige Feuerwehr Mitte (1110)"
120908.991671553,534062.599256204,"Berufsfeuerwache Prenzlauer Berg (1300)"
123265.070977047,534458.367932628,"Freiwillige Feuerwehr Prenzlauer Berg (1310)"
-921.947518359579,195798.841702968,"FFW Schmidgaden"
175362.856752586,65449.0187873421,"FF Hinterberg"
37069.0909693047,419218.30376968,"FFW Wolteritz"
57407.5265998542,719862.621180876,"Feuerwehr"
123744.597378445,730940.881396051,"Freiwillige Feuerwehr Gustow"
54135.7445782947,308457.047270462,"FFW Erlabrunn"
64890.5875195379,357689.881308015,"Freiwillige Feuerwehr"
319008.147841734,50395.4856384331,"Freiwillige Feuerwehr Deutsch-Wagram"
111864.180808194,504650.826153552,NA
-4550.26858543517,194614.601323646,"FFW Wolfring"
175310.699750985,385820.937336896,"FFW Luga"
118329.367480919,543319.018769081,"Freiwillige Feuerwehr Lübars (2310)"
114579.963504304,724650.215633883,NA
108297.971419128,542503.35297878,"Freiwillige Feuerwehr Heiligensee (2410)"
109159.85091567,538427.384055209,"Freiwillige Feuerwehr Tegelort (2420)"
34132.9448803627,411318.979548158,"FFW Stahmeln"
35449.31601533,174964.046050517,NA
131127.741972726,716429.519606923,NA
202081.909873495,341831.141316978,"FFW Olbersdorf"
129051.977529561,713392.839555793,"FFW Mesekenhagen"
25768.061154465,428477.51924534,NA
107948.046152488,586708.068042205,"Freiwillige Feuerwehr"
93475.8123068422,94756.5412694132,"Freiwillige Feuerwehr Grubweg"
9608.61011861707,497771.304953331,"Freiwillige Feuerwehr Nedlitz"
205503.698855037,344805.442282289,NA
142637.233140063,708083.642946639,"FFW Loissin"
133637.008397098,689066.234821342,NA
155162.075570234,675722.432761096,"FFW Bargischow"
166745.438158723,680065.249614854,"Freiwillige Feuerwehr Usedom"
67817.4980906188,710194.892594731,"FFw Sanitz"
180517.033547797,680153.911040131,"FFW Zirchow"
51595.4560017595,369563.406347154,"Freiwillige Feuerwehr Kohren-Sahlis"
181625.003823936,688384.517207888,NA
-15771.041222143,61061.3959184038,"Freiwillige Feuerwehr Isen"
165437.728472763,697311.288114792,NA
121400.285341586,537191.35753585,"Berufsfeuerwache Pankow (2600)"
126703.936716221,541559.592387678,"Freiwillige Feuerwehr Karow (2720)"
107045.599674927,533028.140604642,"Berufsfeuerwache Spandau-Süd (3200)"
118758.477466425,526067.100207138,"Berufsfeuerwache Tempelhof (4300)"
58848.2967283332,372915.685175908,"Feuerwehr"
122075.692043913,12208.297135409,"Freiwillige Feuerwehr Grünau"
58111.5763101555,28057.9552359497,"Freiwillige Feuerwehr Seeham"
167981.22102762,648854.609941806,NA
59600.5060990811,346009.014877182,"FF Wüstenbrand"
58428.7272897466,344943.422964583,"FF Hohenstein-Ernstthal"
100810.162067273,467175.735208191,"Freiwillige Feuerwehr Werbig"
127439.806616814,525096.837498226,"Freiwillige Feuerwehr Oberschöneweide"
135010.74974279,522551.883637479,"Freiwillige Feuerwehr Friedrichshagen"
135518.898908601,511414.986363848,"Freiwillige Feuerwehr Rauchfangswerder (5460)"
131490.57972391,533480.171742518,"Freiwillige Feuerwehr Marzahn"
130816.951548152,529904.435875652,"Freiwillige Feuerwehr Biesdorf"
134834.649747031,529828.359272833,"Freiwillige Feuerwehr Mahlsdorf"
76789.4203696668,436638.040820105,NA
68884.2237159663,434890.54291667,NA
7778.26548731362,416051.069189468,"Freiwillige Feuerwehr Dörstewitz"
638001.949811897,485007.994102824,NA
128595.829194021,537337.798999116,"Freiwillige Feuerwehr Wartenberg / Malchow"
124452.301332683,539709.339555202,"Freiwillige Feuerwehr Blankenburg (6360)"
-2504.58889970218,153966.888041714,"Wutzlhofen"
128170.228315952,527250.09391157,"Berufsfeuerwache Karlshorst"
9358.00854948873,418803.841203311,"Freiwillige Feuerwehr Hohenweiden"
195913.412340305,505549.362401331,"Hauptwache"
211013.978334588,110364.033295101,"FF Schrems"
150120.89398445,702581.722233616,NA
216995.643343689,-29066.0750075048,NA
192917.160508611,402052.169147176,"Freiwillige Feuerwehr Boxberg"
77511.9104232031,328970.826389125,"Freiwillige Feuerwehr Drebach"
-1939.65936560876,-2320.92334409058,"Feuerwehr Walchsee"
-24067.5871317576,1909.87036074698,NA
192151.608395789,416097.928644241,NA
141598.429877622,743644.318515688,"FFW Buschvitz"
354344.983150486,43318.9192364626,NA
50440.3609311368,715123.53642937,"FFW Gehlsdorf"
176238.802061664,77595.7179793287,"Feuerwehr March"
792975.001497993,806978.089956207,"Vilkijos miesto komanda"
34705.5651189635,353312.58432698,"Grünberg, Feuerwehr"
101368.062819644,737213.718516157,NA
144838.226504659,346415.546222086,NA
